date_hr,residual,season,weathersit_grouped,hr,weekday,temp_bin,hum_bin
2011-09-07_16,2.4676361083984375,3,1,16,3,1,0.0
2011-09-07_17,-4.271820068359375,3,3,17,3,1,0.0
2011-09-07_18,-3.0095367431640625,3,3,18,3,1,0.0
2011-09-07_19,0.479248046875,3,2,19,3,1,0.0
2011-09-07_20,-2.7053375244140625,3,3,20,3,1,0.0
2011-09-07_21,-0.7197799682617188,3,3,21,3,1,0.0
2011-09-07_22,-1.3696517944335938,3,3,22,3,1,0.0
2011-09-07_23,-1.1974925994873047,3,3,23,3,1,0.0
2011-09-08_0,-0.5882787704467773,3,3,0,4,1,0.0
2011-09-08_1,-0.3404064178466797,3,3,1,4,1,0.0
2011-09-08_3,0.12832331657409668,3,3,3,4,1,0.0
2011-09-08_4,0.07485461235046387,3,2,4,4,1,0.0
2011-09-08_5,-0.16434860229492188,3,3,5,4,1,0.0
2011-09-08_6,-0.8539466857910156,3,3,6,4,1,0.0
2011-09-08_7,-1.168243408203125,3,3,7,4,1,0.0
2011-09-08_8,-3.138397216796875,3,3,8,4,1,0.0
2011-09-08_9,-3.1423416137695312,3,2,9,4,1,0.0
2011-09-08_10,-0.8825607299804688,3,2,10,4,1,0.0
2011-09-08_11,-2.26416015625,3,2,11,4,1,0.0
2011-09-08_12,-0.9276123046875,3,2,12,4,1,0.0
2011-09-08_13,-0.8999557495117188,3,2,13,4,1,0.0
2011-09-08_14,0.8361358642578125,3,2,14,4,1,0.0
2011-09-08_15,0.86932373046875,3,3,15,4,1,0.0
2011-09-08_16,-2.951385498046875,3,3,16,4,1,0.0
2011-09-08_17,-8.97625732421875,3,3,17,4,1,0.0
2011-09-08_18,-7.4958038330078125,3,3,18,4,1,0.0
2011-09-08_19,-6.3756256103515625,3,3,19,4,1,0.0
2011-09-08_20,-1.1253128051757812,3,2,20,4,1,0.0
2011-09-08_21,0.9823455810546875,3,3,21,4,1,0.0
2011-09-08_22,-0.5100631713867188,3,3,22,4,1,0.0
2011-09-08_23,-0.7458095550537109,3,3,23,4,1,0.0
2011-09-09_0,-0.2704811096191406,3,3,0,5,1,0.0
2011-09-09_1,-0.5995569229125977,3,2,1,5,1,0.0
2011-09-09_2,-0.1591653823852539,3,2,2,5,1,0.0
2011-09-09_3,0.02046024799346924,3,2,3,5,1,0.0
2011-09-09_4,-0.1405501365661621,3,3,4,5,1,0.0
2011-09-09_5,0.11272430419921875,3,2,5,5,1,0.0
2011-09-09_6,-2.7246131896972656,3,2,6,5,1,0.0
2011-09-09_7,-2.2874298095703125,3,3,7,5,1,0.0
2011-09-09_8,-5.57305908203125,3,3,8,5,1,0.0
2011-09-09_9,-0.9095611572265625,3,3,9,5,1,0.0
2011-09-09_10,-1.4878978729248047,3,2,10,5,1,0.0
2011-09-09_11,-0.4780120849609375,3,2,11,5,1,0.0
2011-09-09_12,-1.3887710571289062,3,1,12,5,1,0.0
2011-09-09_13,2.3142318725585938,3,1,13,5,1,0.0
2011-09-09_14,1.4373931884765625,3,1,14,5,1,0.0
2011-09-09_15,4.433197021484375,3,1,15,5,1,0.0
2011-09-09_16,0.3046875,3,1,16,5,1,0.0
2011-09-09_17,9.957122802734375,3,1,17,5,1,0.0
2011-09-09_18,-5.480926513671875,3,1,18,5,1,0.0
2011-09-09_19,-0.117279052734375,3,1,19,5,1,0.0
2011-09-09_20,-2.24072265625,3,1,20,5,1,0.0
2011-09-09_21,-1.630584716796875,3,1,21,5,1,0.0
2011-09-09_22,2.8277740478515625,3,1,22,5,1,0.0
2011-09-09_23,0.7671661376953125,3,1,23,5,1,0.0
2011-09-10_0,2.6995391845703125,3,1,0,6,1,0.0
2011-09-10_1,0.7802047729492188,3,2,1,6,1,0.0
2011-09-10_2,-0.789306640625,3,2,2,6,1,0.0
2011-09-10_3,0.6603507995605469,3,1,3,6,1,0.0
2011-09-10_4,0.09523630142211914,3,1,4,6,1,0.0
2011-09-10_5,0.2549772262573242,3,1,5,6,1,0.0
2011-09-10_6,-0.3854384422302246,3,1,6,6,1,0.0
2011-09-10_7,1.8271598815917969,3,1,7,6,1,0.0
2011-09-10_8,1.8906173706054688,3,1,8,6,1,0.0
2011-09-10_9,-0.52752685546875,3,1,9,6,1,0.0
2011-09-10_10,0.213958740234375,3,1,10,6,1,0.0
2011-09-10_11,2.68890380859375,3,1,11,6,1,0.0
2011-09-10_12,3.63812255859375,3,1,12,6,1,0.0
2011-09-10_13,-7.76043701171875,3,1,13,6,1,0.0
2011-09-10_14,-3.570220947265625,3,1,14,6,1,0.0
2011-09-10_15,2.697235107421875,3,1,15,6,1,0.0
2011-09-10_16,-1.156097412109375,3,1,16,6,1,0.0
2011-09-10_17,1.7728271484375,3,1,17,6,1,0.0
2011-09-10_18,-7.709716796875,3,1,18,6,1,0.0
2011-09-10_19,7.646759033203125,3,1,19,6,1,0.0
2011-09-10_20,0.9332122802734375,3,1,20,6,1,0.0
2011-09-10_21,-1.688629150390625,3,1,21,6,1,0.0
2011-09-10_22,-3.3280792236328125,3,1,22,6,1,0.0
2011-09-10_23,0.2677154541015625,3,2,23,6,1,0.0
2011-09-11_0,2.2115707397460938,3,1,0,0,1,0.0
2011-09-11_1,-0.35375213623046875,3,2,1,0,1,0.0
2011-09-11_2,2.2502288818359375,3,2,2,0,1,0.0
2011-09-11_3,-0.8596115112304688,3,2,3,0,1,0.0
2011-09-11_4,0.12382030487060547,3,1,4,0,1,0.0
2011-09-11_5,0.5154495239257812,3,1,5,0,1,0.0
2011-09-11_6,0.09622383117675781,3,1,6,0,1,0.0
2011-09-11_7,0.3626899719238281,3,1,7,0,1,0.0
2011-09-11_8,2.082763671875,3,1,8,0,1,0.0
2011-09-11_9,0.317169189453125,3,1,9,0,1,0.0
2011-09-11_10,4.676666259765625,3,1,10,0,1,0.0
2011-09-11_11,1.25726318359375,3,1,11,0,1,0.0
2011-09-11_12,12.585479736328125,3,1,12,0,1,0.0
2011-09-11_13,-1.509368896484375,3,1,13,0,1,0.0
2011-09-11_14,-4.098968505859375,3,1,14,0,1,0.0
2011-09-11_15,-13.739349365234375,3,1,15,0,1,0.0
2011-09-11_16,14.92755126953125,3,1,16,0,1,0.0
2011-09-11_17,0.922332763671875,3,1,17,0,1,0.0
2011-09-11_18,5.9124755859375,3,1,18,0,1,0.0
2011-09-11_19,0.166107177734375,3,1,19,0,1,0.0
2011-09-11_20,4.147552490234375,3,1,20,0,1,0.0
2011-09-11_21,0.893707275390625,3,1,21,0,1,0.0
2011-09-11_22,2.3685684204101562,3,1,22,0,1,0.0
2011-09-11_23,-0.3403663635253906,3,3,23,0,1,0.0
2011-09-12_0,-1.0676517486572266,3,1,0,1,1,0.0
2011-09-12_1,-0.2456989288330078,3,1,1,1,1,0.0
2011-09-12_2,-0.04787135124206543,3,1,2,1,1,0.0
2011-09-12_4,-0.040485382080078125,3,1,4,1,1,0.0
2011-09-12_5,0.16967201232910156,3,1,5,1,1,0.0
2011-09-12_6,2.1516571044921875,3,1,6,1,1,0.0
2011-09-12_7,6.740203857421875,3,1,7,1,1,0.0
2011-09-12_8,4.0654296875,3,1,8,1,1,0.0
2011-09-12_9,1.1233673095703125,3,1,9,1,1,0.0
2011-09-12_10,-1.017547607421875,3,1,10,1,1,0.0
2011-09-12_11,2.1854705810546875,3,1,11,1,1,0.0
2011-09-12_12,2.069610595703125,3,1,12,1,1,0.0
2011-09-12_13,0.7052764892578125,3,1,13,1,1,0.0
2011-09-12_14,5.0843505859375,3,1,14,1,1,0.0
2011-09-12_15,2.2147064208984375,3,1,15,1,1,0.0
2011-09-12_16,2.61407470703125,3,1,16,1,1,0.0
2011-09-12_17,-13.354736328125,3,1,17,1,1,0.0
2011-09-12_18,-10.19024658203125,3,1,18,1,1,0.0
2011-09-12_19,7.98486328125,3,1,19,1,1,0.0
2011-09-12_20,-6.07720947265625,3,1,20,1,1,0.0
2011-09-12_21,-0.48419189453125,3,1,21,1,1,0.0
2011-09-12_22,1.731201171875,3,1,22,1,1,0.0
2011-09-12_23,-0.15944671630859375,3,1,23,1,1,0.0
2011-09-13_0,-0.2920494079589844,3,1,0,2,1,0.0
2011-09-13_1,-0.009792327880859375,3,1,1,2,1,0.0
2011-09-13_2,-0.04057025909423828,3,1,2,2,1,0.0
2011-09-13_3,0.12440943717956543,3,1,3,2,1,0.0
2011-09-13_4,0.29281091690063477,3,1,4,2,1,0.0
2011-09-13_5,-0.4873008728027344,3,1,5,2,1,0.0
2011-09-13_6,-0.0513916015625,3,1,6,2,1,0.0
2011-09-13_7,1.22412109375,3,1,7,2,1,0.0
2011-09-13_8,4.519256591796875,3,1,8,2,1,0.0
2011-09-13_9,2.826995849609375,3,1,9,2,1,0.0
2011-09-13_10,-0.56573486328125,3,1,10,2,1,0.0
2011-09-13_11,1.0608978271484375,3,1,11,2,1,0.0
2011-09-13_12,-0.448883056640625,3,1,12,2,1,0.0
2011-09-13_13,1.73577880859375,3,1,13,2,1,0.0
2011-09-13_14,0.5602264404296875,3,1,14,2,1,0.0
2011-09-13_15,2.204620361328125,3,1,15,2,1,0.0
2011-09-13_16,3.050201416015625,3,1,16,2,1,0.0
2011-09-13_17,-0.70611572265625,3,1,17,2,1,0.0
2011-09-13_18,4.54656982421875,3,1,18,2,1,0.0
2011-09-13_19,-3.88104248046875,3,1,19,2,1,0.0
2011-09-13_20,-2.527984619140625,3,1,20,2,1,0.0
2011-09-13_21,3.8800811767578125,3,1,21,2,1,0.0
2011-09-13_22,-2.307861328125,3,1,22,2,1,0.0
2011-09-13_23,-0.1533050537109375,3,1,23,2,1,0.0
2011-09-14_0,0.3748588562011719,3,1,0,3,1,0.0
2011-09-14_1,-0.5125942230224609,3,1,1,3,1,0.0
2011-09-14_2,0.0636143684387207,3,1,2,3,1,0.0
2011-09-14_3,0.011296272277832031,3,1,3,3,1,0.0
2011-09-14_4,-0.012080192565917969,3,1,4,3,1,0.0
2011-09-14_5,-0.42099952697753906,3,1,5,3,1,0.0
2011-09-14_6,5.3513031005859375,3,1,6,3,1,0.0
2011-09-14_7,2.6680908203125,3,1,7,3,1,0.0
2011-09-14_8,-3.15802001953125,3,1,8,3,1,0.0
2011-09-14_9,-1.0298004150390625,3,1,9,3,1,0.0
2011-09-14_10,3.544769287109375,3,1,10,3,1,0.0
2011-09-14_11,2.017242431640625,3,1,11,3,1,0.0
2011-09-14_12,-0.7298126220703125,3,1,12,3,1,0.0
2011-09-14_13,0.957366943359375,3,1,13,3,1,0.0
2011-09-14_14,0.4679107666015625,3,1,14,3,1,0.0
2011-09-14_15,-2.3498992919921875,3,1,15,3,1,0.0
2011-09-14_16,1.2142333984375,3,1,16,3,1,0.0
2011-09-14_17,-2.91400146484375,3,1,17,3,1,0.0
2011-09-14_18,3.4534912109375,3,1,18,3,1,0.0
2011-09-14_19,14.149627685546875,3,2,19,3,1,0.0
2011-09-14_20,-1.7130126953125,3,2,20,3,1,0.0
2011-09-14_21,-0.798187255859375,3,2,21,3,1,0.0
2011-09-14_22,3.732269287109375,3,2,22,3,1,0.0
2011-09-14_23,-1.1264801025390625,3,2,23,3,1,0.0
2011-09-15_0,0.7198715209960938,3,1,0,4,1,0.0
2011-09-15_1,-0.115386962890625,3,1,1,4,1,0.0
2011-09-15_2,-0.21010732650756836,3,1,2,4,1,0.0
2011-09-15_3,0.12229061126708984,3,1,3,4,1,0.0
2011-09-15_4,0.17417144775390625,3,1,4,4,1,0.0
2011-09-15_5,-0.25476646423339844,3,1,5,4,1,0.0
2011-09-15_6,0.7253799438476562,3,2,6,4,1,0.0
2011-09-15_7,7.064117431640625,3,2,7,4,1,0.0
2011-09-15_8,-0.01141357421875,3,1,8,4,1,0.0
2011-09-15_9,3.4124908447265625,3,2,9,4,1,0.0
2011-09-15_10,-0.9960250854492188,3,2,10,4,1,0.0
2011-09-15_11,0.852325439453125,3,2,11,4,1,0.0
2011-09-15_12,-4.49542236328125,3,2,12,4,1,0.0
2011-09-15_13,2.4107208251953125,3,2,13,4,1,0.0
2011-09-15_14,1.981658935546875,3,2,14,4,1,0.0
2011-09-15_15,2.0934600830078125,3,2,15,4,1,0.0
2011-09-15_16,-1.0162200927734375,3,2,16,4,1,0.0
2011-09-15_17,-5.12347412109375,3,3,17,4,1,0.0
2011-09-15_18,1.93670654296875,3,3,18,4,1,0.0
2011-09-15_19,3.01568603515625,3,1,19,4,1,0.0
2011-09-15_20,5.8564453125,3,1,20,4,1,0.0
2011-09-15_21,0.528167724609375,3,1,21,4,1,0.0
2011-09-15_22,1.0712814331054688,3,1,22,4,1,0.0
2011-09-15_23,0.03978729248046875,3,1,23,4,1,0.0
2011-09-16_0,-0.014263153076171875,3,1,0,5,1,0.0
2011-09-16_1,-0.7016334533691406,3,1,1,5,1,0.0
2011-09-16_2,-0.20190143585205078,3,1,2,5,1,0.0
2011-09-16_3,0.028267860412597656,3,1,3,5,1,0.0
2011-09-16_4,0.052217960357666016,3,1,4,5,1,0.0
2011-09-16_5,-0.11559295654296875,3,1,5,5,1,0.0
2011-09-16_6,0.2743072509765625,3,1,6,5,1,0.0
2011-09-16_7,6.253662109375,3,1,7,5,1,0.0
2011-09-16_8,11.78302001953125,3,1,8,5,1,0.0
2011-09-16_9,-0.57110595703125,3,1,9,5,1,0.0
2011-09-16_10,-0.1550750732421875,3,2,10,5,1,0.0
2011-09-16_11,1.3414459228515625,3,2,11,5,1,0.0
2011-09-16_12,3.092529296875,3,2,12,5,1,0.0
2011-09-16_13,1.0342864990234375,3,2,13,5,1,0.0
2011-09-16_14,3.8954315185546875,3,2,14,5,1,0.0
2011-09-16_15,0.743804931640625,3,2,15,5,1,0.0
2011-09-16_16,-5.688079833984375,3,2,16,5,1,0.0
2011-09-16_17,3.419189453125,3,2,17,5,1,0.0
2011-09-16_18,1.71142578125,3,2,18,5,1,0.0
2011-09-16_19,-0.265533447265625,3,2,19,5,1,0.0
2011-09-16_20,0.5589752197265625,3,2,20,5,1,0.0
2011-09-16_21,-0.5605926513671875,3,2,21,5,1,0.0
2011-09-16_22,1.0116119384765625,3,1,22,5,1,0.0
2011-09-16_23,-1.6814956665039062,3,1,23,5,1,0.0
2011-09-17_0,-0.7692718505859375,3,1,0,6,1,0.0
2011-09-17_1,-2.7363510131835938,3,1,1,6,1,0.0
2011-09-17_2,2.2228927612304688,3,1,2,6,1,0.0
2011-09-17_3,0.1462841033935547,3,1,3,6,1,0.0
2011-09-17_4,0.014349937438964844,3,1,4,6,1,0.0
2011-09-17_5,0.13242673873901367,3,1,5,6,1,0.0
2011-09-17_6,-0.09943008422851562,3,2,6,6,1,0.0
2011-09-17_7,-2.4832229614257812,3,2,7,6,1,0.0
2011-09-17_8,-1.1124420166015625,3,2,8,6,1,0.0
2011-09-17_9,-2.4347686767578125,3,2,9,6,1,0.0
2011-09-17_10,-5.49560546875,3,2,10,6,1,0.0
2011-09-17_11,-5.036376953125,3,2,11,6,1,0.0
2011-09-17_12,-5.705078125,3,2,12,6,1,0.0
2011-09-17_13,-4.433868408203125,3,2,13,6,1,0.0
2011-09-17_14,0.905792236328125,3,2,14,6,1,0.0
2011-09-17_15,2.13818359375,3,2,15,6,1,0.0
2011-09-17_16,-1.086761474609375,3,1,16,6,1,0.0
2011-09-17_17,1.350189208984375,3,1,17,6,1,0.0
2011-09-17_18,-1.379486083984375,3,2,18,6,1,0.0
2011-09-17_19,-0.790496826171875,3,1,19,6,1,0.0
2011-09-17_20,1.318756103515625,3,1,20,6,1,0.0
2011-09-17_21,-0.145416259765625,3,2,21,6,1,0.0
2011-09-17_22,0.276214599609375,3,1,22,6,1,0.0
2011-09-17_23,1.3518218994140625,3,1,23,6,1,0.0
2011-09-18_0,-0.284576416015625,3,1,0,0,1,0.0
2011-09-18_1,-0.0881500244140625,3,1,1,0,1,0.0
2011-09-18_2,-0.22080230712890625,3,1,2,0,1,0.0
2011-09-18_3,-0.4214820861816406,3,1,3,0,1,0.0
2011-09-18_4,-0.33395254611968994,3,1,4,0,1,0.0
2011-09-18_5,-0.32148122787475586,3,1,5,0,1,0.0
2011-09-18_6,0.14306259155273438,3,1,6,0,1,0.0
2011-09-18_7,-0.7924232482910156,3,1,7,0,1,0.0
2011-09-18_8,0.6594390869140625,3,1,8,0,1,0.0
2011-09-18_9,-0.7505645751953125,3,1,9,0,1,0.0
2011-09-18_10,-2.67108154296875,3,1,10,0,1,0.0
2011-09-18_11,0.6480712890625,3,1,11,0,1,0.0
2011-09-18_12,-0.919403076171875,3,1,12,0,1,0.0
2011-09-18_13,-2.560150146484375,3,1,13,0,1,0.0
2011-09-18_14,5.78900146484375,3,2,14,0,1,0.0
2011-09-18_15,-2.680938720703125,3,2,15,0,1,0.0
2011-09-18_16,2.196563720703125,3,2,16,0,1,0.0
2011-09-18_17,-3.572906494140625,3,2,17,0,1,0.0
2011-09-18_18,7.353179931640625,3,2,18,0,1,0.0
2011-09-18_19,3.4483795166015625,3,2,19,0,1,0.0
2011-09-18_20,1.2108001708984375,3,2,20,0,1,0.0
2011-09-18_21,-1.4131927490234375,3,2,21,0,1,0.0
2011-09-18_22,0.894256591796875,3,2,22,0,1,0.0
2011-09-18_23,-0.3210563659667969,3,1,23,0,1,0.0
2011-09-19_0,-1.403961181640625,3,2,0,1,1,0.0
2011-09-19_1,-0.579005241394043,3,2,1,1,1,0.0
2011-09-19_2,0.2906465530395508,3,2,2,1,1,0.0
2011-09-19_3,0.13309812545776367,3,2,3,1,1,0.0
2011-09-19_4,0.2749166488647461,3,2,4,1,1,0.0
2011-09-19_5,0.1809844970703125,3,2,5,1,1,0.0
2011-09-19_6,1.3920822143554688,3,1,6,1,1,0.0
2011-09-19_7,3.495269775390625,3,2,7,1,1,0.0
2011-09-19_8,14.37353515625,3,2,8,1,1,0.0
2011-09-19_9,1.1974029541015625,3,2,9,1,1,0.0
2011-09-19_10,0.932159423828125,3,2,10,1,1,0.0
2011-09-19_11,-0.6026458740234375,3,2,11,1,1,0.0
2011-09-19_12,-2.90631103515625,3,2,12,1,1,0.0
2011-09-19_13,-2.3685760498046875,3,2,13,1,1,0.0
2011-09-19_14,3.428741455078125,3,2,14,1,1,0.0
2011-09-19_15,1.3105621337890625,3,2,15,1,1,0.0
2011-09-19_16,1.0958251953125,3,2,16,1,1,0.0
2011-09-19_17,4.432373046875,3,2,17,1,1,0.0
2011-09-19_18,6.13604736328125,3,2,18,1,1,0.0
2011-09-19_19,10.910614013671875,3,2,19,1,1,0.0
2011-09-19_20,0.335205078125,3,2,20,1,1,0.0
2011-09-19_21,-1.0556640625,3,2,21,1,1,0.0
2011-09-19_22,0.5645904541015625,3,2,22,1,1,0.0
2011-09-19_23,-1.7397079467773438,3,2,23,1,1,0.0
2011-09-20_0,-0.30619049072265625,3,2,0,2,1,0.0
2011-09-20_1,-0.3500185012817383,3,2,1,2,1,0.0
2011-09-20_2,0.0669708251953125,3,2,2,2,1,0.0
2011-09-20_3,0.15242242813110352,3,2,3,2,1,0.0
2011-09-20_4,0.12456226348876953,3,1,4,2,1,0.0
2011-09-20_5,-0.4264488220214844,3,2,5,2,1,0.0
2011-09-20_6,0.38407135009765625,3,2,6,2,1,0.0
2011-09-20_7,7.691131591796875,3,2,7,2,1,0.0
2011-09-20_8,-4.745269775390625,3,3,8,2,1,0.0
2011-09-20_9,-1.5348358154296875,3,3,9,2,1,0.0
2011-09-20_10,0.8279743194580078,3,3,10,2,1,0.0
2011-09-20_11,-0.7045707702636719,3,3,11,2,1,0.0
2011-09-20_12,0.447906494140625,3,2,12,2,1,0.0
2011-09-20_13,-0.9062728881835938,3,2,13,2,1,0.0
2011-09-20_14,0.7628555297851562,3,2,14,2,1,0.0
2011-09-20_15,4.81390380859375,3,2,15,2,1,0.0
2011-09-20_16,6.9266357421875,3,2,16,2,1,0.0
2011-09-20_17,2.50244140625,3,1,17,2,1,0.0
2011-09-20_18,3.091827392578125,3,1,18,2,1,0.0
2011-09-20_19,1.98388671875,3,1,19,2,1,0.0
2011-09-20_20,0.9629364013671875,3,1,20,2,1,0.0
2011-09-20_21,2.72576904296875,3,1,21,2,1,0.0
2011-09-20_22,-0.8282623291015625,3,1,22,2,1,0.0
2011-09-20_23,0.33551025390625,3,1,23,2,1,0.0
2011-09-21_0,0.26337623596191406,3,1,0,3,1,0.0
2011-09-21_1,-0.14395904541015625,3,1,1,3,1,0.0
2011-09-21_2,0.035274505615234375,3,1,2,3,1,0.0
2011-09-21_3,0.07093524932861328,3,2,3,3,1,0.0
2011-09-21_4,0.007712364196777344,3,2,4,3,1,0.0
2011-09-21_5,-0.2648143768310547,3,2,5,3,1,0.0
2011-09-21_6,-1.5426483154296875,3,2,6,3,1,0.0
2011-09-21_7,1.942657470703125,3,2,7,3,1,0.0
2011-09-21_8,1.3719482421875,3,2,8,3,1,0.0
2011-09-21_9,-0.8333740234375,3,2,9,3,1,0.0
2011-09-21_10,0.1518707275390625,3,2,10,3,1,0.0
2011-09-21_11,1.7948455810546875,3,2,11,3,1,0.0
2011-09-21_12,4.646148681640625,3,2,12,3,1,0.0
2011-09-21_13,2.641021728515625,3,2,13,3,1,0.0
2011-09-21_14,0.6832427978515625,3,2,14,3,1,0.0
2011-09-21_15,-0.442474365234375,3,2,15,3,1,0.0
2011-09-21_16,1.08868408203125,3,2,16,3,1,0.0
2011-09-21_17,1.91064453125,3,3,17,3,1,0.0
2011-09-21_18,6.897735595703125,3,3,18,3,1,0.0
2011-09-21_19,-1.593597412109375,3,3,19,3,1,0.0
2011-09-21_20,-4.2638397216796875,3,3,20,3,1,0.0
2011-09-21_21,3.08917236328125,3,2,21,3,1,0.0
2011-09-21_22,-2.5979461669921875,3,2,22,3,1,0.0
2011-09-21_23,-0.0570220947265625,3,1,23,3,1,0.0
2011-09-22_0,-0.6050643920898438,3,1,0,4,1,0.0
2011-09-22_1,-0.4761333465576172,3,2,1,4,1,0.0
2011-09-22_2,0.2441091537475586,3,2,2,4,1,0.0
2011-09-22_3,-0.10623455047607422,3,2,3,4,1,0.0
2011-09-22_4,0.037949204444885254,3,2,4,4,1,0.0
2011-09-22_5,0.9610004425048828,3,2,5,4,1,0.0
2011-09-22_6,0.29473876953125,3,2,6,4,1,0.0
2011-09-22_7,5.236175537109375,3,2,7,4,1,0.0
2011-09-22_8,10.565093994140625,3,2,8,4,1,0.0
2011-09-22_9,-0.19451904296875,3,2,9,4,1,0.0
2011-09-22_10,1.7963714599609375,3,2,10,4,1,0.0
2011-09-22_11,-0.790679931640625,3,2,11,4,1,0.0
2011-09-22_12,2.05523681640625,3,2,12,4,1,0.0
2011-09-22_13,1.8045501708984375,3,2,13,4,1,0.0
2011-09-22_14,1.0512237548828125,3,2,14,4,1,0.0
2011-09-22_15,-1.9843292236328125,3,2,15,4,1,0.0
2011-09-22_16,5.213714599609375,3,2,16,4,1,0.0
2011-09-22_17,-17.7685546875,3,2,17,4,1,0.0
2011-09-22_18,7.859619140625,3,2,18,4,1,0.0
2011-09-22_19,11.2730712890625,3,2,19,4,1,0.0
2011-09-22_20,4.428924560546875,3,2,20,4,1,0.0
2011-09-22_21,0.2644195556640625,3,2,21,4,1,0.0
2011-09-22_22,-1.1538848876953125,3,2,22,4,1,0.0
2011-09-22_23,-0.43402099609375,3,2,23,4,1,0.0
2011-09-23_0,0.2611045837402344,4,2,0,5,1,0.0
2011-09-23_1,0.17708587646484375,4,2,1,5,1,0.0
2011-09-23_2,0.8856658935546875,4,2,2,5,1,0.0
2011-09-23_3,0.08726263046264648,4,2,3,5,1,0.0
2011-09-23_4,-0.011914253234863281,4,3,4,5,1,0.0
2011-09-23_5,0.231048583984375,4,2,5,5,1,0.0
2011-09-23_6,-0.336090087890625,4,2,6,5,1,0.0
2011-09-23_7,3.25604248046875,4,3,7,5,1,0.0
2011-09-23_8,1.736175537109375,4,3,8,5,1,0.0
2011-09-23_9,0.9442825317382812,4,3,9,5,1,0.0
2011-09-23_10,1.4160194396972656,4,3,10,5,1,0.0
2011-09-23_11,-1.3730888366699219,4,3,11,5,1,0.0
2011-09-23_12,-0.8947353363037109,4,3,12,5,1,0.0
2011-09-23_13,0.8135795593261719,4,3,13,5,1,0.0
2011-09-23_14,-1.9799137115478516,4,3,14,5,1,0.0
2011-09-23_15,0.5052375793457031,4,3,15,5,1,0.0
2011-09-23_16,-5.208744049072266,4,3,16,5,1,0.0
2011-09-23_17,-4.867881774902344,4,2,17,5,1,0.0
2011-09-23_18,-1.008453369140625,4,1,18,5,1,0.0
2011-09-23_19,0.3305816650390625,4,1,19,5,1,0.0
2011-09-23_20,5.4486846923828125,4,1,20,5,1,0.0
2011-09-23_21,-1.0506134033203125,4,1,21,5,1,0.0
2011-09-23_22,3.9484710693359375,4,1,22,5,1,0.0
2011-09-23_23,-1.1560821533203125,4,2,23,5,1,0.0
2011-09-24_0,0.6330718994140625,4,1,0,6,1,0.0
2011-09-24_1,1.6062240600585938,4,2,1,6,1,0.0
2011-09-24_2,-0.8265914916992188,4,2,2,6,1,0.0
2011-09-24_3,0.5154209136962891,4,1,3,6,1,0.0
2011-09-24_4,0.026871204376220703,4,1,4,6,1,0.0
2011-09-24_5,0.4756813049316406,4,2,5,6,1,0.0
2011-09-24_6,0.5002479553222656,4,2,6,6,1,0.0
2011-09-24_7,1.7468910217285156,4,2,7,6,1,0.0
2011-09-24_8,5.81005859375,4,2,8,6,1,0.0
2011-09-24_9,-1.4714813232421875,4,2,9,6,1,0.0
2011-09-24_10,6.101409912109375,4,2,10,6,1,0.0
2011-09-24_11,1.90545654296875,4,2,11,6,1,0.0
2011-09-24_12,8.513153076171875,4,2,12,6,1,0.0
2011-09-24_13,11.64801025390625,4,1,13,6,1,0.0
2011-09-24_14,-1.54534912109375,4,2,14,6,1,0.0
2011-09-24_15,0.18902587890625,4,2,15,6,1,0.0
2011-09-24_16,7.080810546875,4,2,16,6,1,0.0
2011-09-24_17,4.586944580078125,4,1,17,6,1,0.0
2011-09-24_18,-1.02435302734375,4,1,18,6,1,0.0
2011-09-24_19,6.817047119140625,4,1,19,6,1,0.0
2011-09-24_20,2.2676239013671875,4,1,20,6,1,0.0
2011-09-24_21,-5.0386810302734375,4,1,21,6,1,0.0
2011-09-24_22,-2.270751953125,4,2,22,6,1,0.0
2011-09-24_23,1.6385650634765625,4,2,23,6,1,0.0
2011-09-25_0,3.70306396484375,4,2,0,0,1,0.0
2011-09-25_1,2.26336669921875,4,2,1,0,1,0.0
2011-09-25_2,2.150238037109375,4,3,2,0,1,0.0
2011-09-25_3,0.8480300903320312,4,3,3,0,1,0.0
2011-09-25_4,-0.008973121643066406,4,3,4,0,1,0.0
2011-09-25_5,0.10015630722045898,4,1,5,0,1,0.0
2011-09-25_6,-0.22270774841308594,4,2,6,0,1,0.0
2011-09-25_7,0.5613632202148438,4,2,7,0,1,0.0
2011-09-25_8,1.3785171508789062,4,2,8,0,1,0.0
2011-09-25_9,-0.412811279296875,4,2,9,0,1,0.0
2011-09-25_10,0.10162353515625,4,2,10,0,1,0.0
2011-09-25_11,-4.939117431640625,4,2,11,0,1,0.0
2011-09-25_12,-0.188507080078125,4,2,12,0,1,0.0
2011-09-25_13,-7.721160888671875,4,2,13,0,1,0.0
2011-09-25_14,-2.6007080078125,4,2,14,0,1,0.0
2011-09-25_15,-2.31402587890625,4,2,15,0,1,0.0
2011-09-25_16,23.100494384765625,4,1,16,0,1,0.0
2011-09-25_17,7.440948486328125,4,1,17,0,1,0.0
2011-09-25_18,7.575439453125,4,1,18,0,1,0.0
2011-09-25_19,4.47125244140625,4,1,19,0,1,0.0
2011-09-25_20,0.5848388671875,4,1,20,0,1,0.0
2011-09-25_21,-1.0800018310546875,4,1,21,0,1,0.0
2011-09-25_22,0.30559539794921875,4,1,22,0,1,0.0
